Title,Original_Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,imdbID,TMDb_ID,MovieLens_ID
Three Colors: White,Trois couleurs : Blanc,1994,1994-01-26,92 min,"Comedy, Drama, Mystery",Krzysztof Kieślowski,"Krzysztof Kieślowski, Krzysztof Piesiewicz, Agnieszka Holland, Edward Żebrowski, Edward Kłosiński","Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr, Grzegorz Warchoł","Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",tt0111507,109,61
Stargate,Stargate,1994,1994-10-28,121 min,"Action, Adventure, Science Fiction",Roland Emmerich,"Roland Emmerich, Dean Devlin","Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",tt0111282,2164,62
The Santa Clause,The Santa Clause,1994,1994-11-11,97 min,"Fantasy, Drama, Comedy, Family",John Pasquin,"Leo Benvenuti, Steve Rudnick","Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz","On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",tt0111070,11395,63
The Shawshank Redemption,The Shawshank Redemption,1994,1994-09-23,142 min,"Drama, Crime",Frank Darabont,"Frank Darabont, Stephen King","Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",tt0111161,278,64
What's Eating Gilbert Grape,What's Eating Gilbert Grape,1993,1993-12-17,118 min,"Romance, Drama",Lasse Hallström,"Peter Hedges, Peter Hedges","Johnny Depp, Juliette Lewis, Leonardo DiCaprio, Mary Steenburgen, Darlene Cates","Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",tt0108550,1587,65
While You Were Sleeping,While You Were Sleeping,1995,1995-04-21,103 min,"Romance, Comedy",Jon Turteltaub,"Fredric LeBow, Daniel G. Sullivan","Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden","A transit worker pulls commuter Peter off railway tracks after he's mugged, but—while he's in a coma—his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",tt0114924,2064,66
Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,1994,1994-02-04,86 min,"Comedy, Mystery",Tom Shadyac,"Jack Bernstein, Jim Carrey, Tom Shadyac, Jack Bernstein","Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino","He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",tt0109040,3049,67
The Crow,The Crow,1994,1994-05-11,102 min,"Fantasy, Action, Thriller",Alex Proyas,"David J. Schow, John Shirley, James O'Barr","Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling","Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",tt0109506,9495,68
Forrest Gump,Forrest Gump,1994,1994-06-23,142 min,"Comedy, Drama, Romance",Robert Zemeckis,"Eric Roth, Winston Groom","Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",tt0109830,13,69
Four Weddings and a Funeral,Four Weddings and a Funeral,1994,1994-03-09,117 min,"Comedy, Drama, Romance",Mike Newell,"Richard Curtis, Emma Freud","Hugh Grant, Andie MacDowell, Kristin Scott Thomas, Simon Callow, James Fleet","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",tt0109831,712,70
The Lion King,The Lion King,1994,1994-06-24,89 min,"Family, Animation, Drama","Roger Allers, Rob Minkoff","Jonathan Roberts, Linda Woolverton, Irene Mecchi, Rick Maki, Lorna Cook, Francis Glebas, Barry Johnson, Gary Trousdale, Tom Sito, Joe Ranft, Mark Kausler, Burny Mattinson, Chris Sanders, Thom Enriquez, Jim Capobianco, Larry Leker, Ed Gombert, Jorgen Klubien, Andrew Gaskill, Kevin Harkey","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, James Earl Jones","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",tt0110357,8587,71
The Mask,The Mask,1994,1994-07-29,101 min,"Romance, Comedy, Crime, Fantasy",Chuck Russell,"Mike Werb, Michael Fallon, Mark Verheiden","Jim Carrey, Peter Greene, Cameron Diaz, Amy Yasbeck, Peter Riegert","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",tt0110475,854,72
Maverick,Maverick,1994,1994-05-20,127 min,"Action, Adventure, Comedy, Drama, Western",Richard Donner,"William Goldman, Roy Huggins","Mel Gibson, Jodie Foster, James Garner, Graham Greene, Alfred Molina","Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.",tt0110478,9359,73
"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!",1965,1965-08-06,84 min,"Crime, Action, Thriller",Russ Meyer,"Jack Moran, Russ Meyer","Tura Satana, Haji, Lori Williams, Sue Bernard, Stuart Lancaster","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",tt0059170,315,74
Carlito's Way,Carlito's Way,1993,1993-11-10,144 min,"Crime, Drama, Thriller",Brian De Palma,"David Koepp, Edwin Torres","Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo, Ingrid Rogers","A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",tt0106519,6075,76
The Firm,The Firm,1993,1993-06-30,154 min,"Drama, Mystery, Thriller",Sydney Pollack,"John Grisham, David Rabe, Robert Towne, David Rayfiel","Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook, Terry Kinney","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",tt0106918,37233,77
Free Willy,Free Willy,1993,1993-07-16,112 min,"Family, Adventure, Drama",Simon Wincer,"Corey Blechman, Keith Walker, Keith Walker","Jason James Richter, Keiko, Lori Petty, August Schellenberg, Michael Madsen","When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",tt0106965,1634,78
The Fugitive,The Fugitive,1993,1993-08-06,131 min,"Action, Thriller, Drama",Andrew Davis,"Jeb Stuart, David Twohy, Roy Huggins, David Twohy","Harrison Ford, Tommy Lee Jones, Joe Pantoliano, Jeroen Krabbé, Daniel Roebuck","Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",tt0106977,5503,79
Hot Shots! Part Deux,Hot Shots! Part Deux,1993,1993-05-21,88 min,"Action, Comedy, War",Jim Abrahams,"Jim Abrahams, Pat Proft, Jim Abrahams, Pat Proft","Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Rowan Atkinson","Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",tt0107144,9255,80
The Hudsucker Proxy,The Hudsucker Proxy,1994,1994-03-11,111 min,Comedy,Joel Coen,"Joel Coen, Ethan Coen, Sam Raimi","Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning, John Mahoney",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,tt0110074,11934,81
Jurassic Park,Jurassic Park,1993,1993-06-11,127 min,"Adventure, Science Fiction",Steven Spielberg,"Michael Crichton, Michael Crichton, David Koepp","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",tt0107290,329,82
Much Ado About Nothing,Much Ado About Nothing,1993,1993-05-07,111 min,"Drama, Comedy, Romance",Kenneth Branagh,"Kenneth Branagh, William Shakespeare","Emma Thompson, Kenneth Branagh, Robert Sean Leonard, Kate Beckinsale, Denzel Washington","In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",tt0107616,11971,83
The Puppet Masters,The Puppet Masters,1994,1994-10-21,109 min,"Horror, Science Fiction, Thriller",Stuart Orme,"Robert A. Heinlein, David S. Goyer, Terry Rossio, Ted Elliott","Donald Sutherland, Eric Thal, Julie Warner, Keith David, Will Patton",The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,tt0111003,25557,84
The Ref,The Ref,1994,1994-03-09,97 min,"Comedy, Crime, Drama",Ted Demme,"Richard LaGravenese, Marie Weiss, Marie Weiss","Denis Leary, Judy Davis, Kevin Spacey, Glynis Johns, Robert J. Steinmiller Jr.","A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",tt0110955,10872,85
The Remains of the Day,The Remains of the Day,1993,1993-11-05,134 min,"Drama, Romance",James Ivory,"Ruth Prawer Jhabvala, Kazuo Ishiguro","Anthony Hopkins, Emma Thompson, James Fox, Christopher Reeve, Hugh Grant",A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,tt0107943,1245,86
